transaction_id,customer_id,timestamp,product_id,product_name,category,quantity,price
T00000010,C000331,2024-02-04 08:59:36,P001,Bread,Grocery,3,43.03
T00000010,C000331,2024-02-04 08:59:36,P017,Soft Drink,Beverages,3,37.92
T00000010,C000331,2024-02-04 08:59:36,P020,Namkeen,Snacks,2,37.65
T00000010,C000331,2024-02-04 08:59:36,P011,Cheese,Dairy,1,82.54
T00000010,C000331,2024-02-04 08:59:36,P025,Toothbrush,Personal Care,4,31.9
T00000010,C000331,2024-02-04 08:59:36,P010,Butter,Dairy,2,50.91
T00000010,C000331,2024-02-04 08:59:36,P012,Eggs,Dairy,4,70.81
T00000011,C000339,2024-07-11 03:57:21,P017,Soft Drink,Beverages,4,43.71
T00000011,C000339,2024-07-11 03:57:21,P028,Tissue Paper,Household,2,46.92
T00000011,C000339,2024-07-11 03:57:21,P020,Namkeen,Snacks,4,38.47
T00000012,C000765,2024-12-22 02:27:06,P029,Garbage Bags,Household,2,61.06
T00000012,C000765,2024-12-22 02:27:06,P017,Soft Drink,Beverages,1,36.57
T00000012,C000765,2024-12-22 02:27:06,P008,Sugar,Grocery,1,42.56
T00000012,C000765,2024-12-22 02:27:06,P011,Cheese,Dairy,1,96.47
T00000012,C000765,2024-12-22 02:27:06,P015,Tea,Beverages,1,110.31
T00000012,C000765,2024-12-22 02:27:06,P005,Pasta Sauce,Grocery,3,72.37
T00000012,C000765,2024-12-22 02:27:06,P004,Pasta,Grocery,2,55.43
T00000013,C001170,2024-09-25 13:11:26,P026,Dish Soap,Household,4,54.64
T00000013,C001170,2024-09-25 13:11:26,P008,Sugar,Grocery,1,46.56
T00000013,C001170,2024-09-25 13:11:26,P027,Detergent,Household,1,118.58
T00000013,C001170,2024-09-25 13:11:26,P007,Biscuits,Grocery,3,31.8
T00000013,C001170,2024-09-25 13:11:26,P016,Juice,Beverages,1,56.98
T00000013,C001170,2024-09-25 13:11:26,P014,Coffee,Beverages,2,181.31
T00000014,C000288,2024-10-04 19:35:01,P015,Tea,Beverages,1,100.11
T00000014,C000288,2024-10-04 19:35:01,P006,Cereal,Grocery,1,164.07
T00000014,C000288,2024-10-04 19:35:01,P008,Sugar,Grocery,2,42.0
T00000014,C000288,2024-10-04 19:35:01,P009,Milk,Dairy,4,27.9
T00000015,C000822,2024-09-18 21:06:03,P006,Cereal,Grocery,4,135.06
T00000016,C000800,2024-10-13 21:55:23,P015,Tea,Beverages,4,102.41
T00000016,C000800,2024-10-13 21:55:23,P026,Dish Soap,Household,3,51.89
T00000016,C000800,2024-10-13 21:55:23,P010,Butter,Dairy,1,55.87
T00000017,C001111,2024-07-06 07:51:53,P024,Toothpaste,Personal Care,1,66.09
T00000017,C001111,2024-07-06 07:51:53,P025,Toothbrush,Personal Care,2,27.34
T00000018,C001041,2024-02-16 18:16:31,P028,Tissue Paper,Household,2,41.12
T00000019,C000140,2024-11-02 12:11:40,P029,Garbage Bags,Household,3,65.22
T00000019,C000140,2024-11-02 12:11:40,P008,Sugar,Grocery,2,46.53
T00000019,C000140,2024-11-02 12:11:40,P011,Cheese,Dairy,3,85.3
T00000019,C000140,2024-11-02 12:11:40,P028,Tissue Paper,Household,4,41.68
T00000019,C000140,2024-11-02 12:11:40,P019,Chocolate,Snacks,3,49.57
T00000019,C000140,2024-11-02 12:11:40,P005,Pasta Sauce,Grocery,1,63.13
T00000019,C000140,2024-11-02 12:11:40,P013,Yogurt,Dairy,1,32.01
T00000019,C000140,2024-11-02 12:11:40,P004,Pasta,Grocery,2,55.06
T00000020,C000272,2024-06-13 09:22:50,P029,Garbage Bags,Household,3,-57.42
T00000020,C000272,2024-06-13 09:22:50,P008,Sugar,Grocery,4,48.0
T00000020,C000272,2024-06-13 09:22:50,P003,Cooking Oil,Grocery,3,122.68
T00000021,C001084,2024-07-01 15:04:58,P022,Shampoo,Personal Care,3,152.09
T00000022,C000213,2024-05-15 08:11:26,P011,Cheese,Dairy,2,93.92
T00000022,C000213,2024-05-15 08:11:26,P005,Pasta Sauce,Grocery,2,72.62
T00000022,C000213,2024-05-15 08:11:26,P009,Milk,Dairy,3,28.03
T00000022,C000213,2024-05-15 08:11:26,P004,Pasta,Grocery,3,59.46
T00000023,C000105,2024-03-07 15:08:05,P021,Cookies,Snacks,3,40.9
T00000024,C000684,2024-12-04 06:27:40,P021,Cookies,Snacks,1,41.51
T00000024,C000684,2024-12-04 06:27:40,P006,Cereal,Grocery,2,151.37
T00000024,C000684,2024-12-04 06:27:40,P015,Tea,Beverages,3,111.82
T00000024,C000684,2024-12-04 06:27:40,P009,Milk,Dairy,2,27.61
T00000025,C000086,2024-10-12 06:31:51,P029,Garbage Bags,Household,1,64.79
T00000025,C000086,2024-10-12 06:31:51,P026,Dish Soap,Household,2,57.0
T00000025,C000086,2024-10-12 06:31:51,P012,Eggs,Dairy,1,63.1
T00000026,C001147,2024-08-23 00:15:30,P008,Sugar,Grocery,2,48.43
T00000026,C001147,2024-08-23 00:15:30,P005,Pasta Sauce,Grocery,1,65.51
T00000026,C001147,2024-08-23 00:15:30,P024,Toothpaste,Personal Care,3,68.67
T00000026,C001147,2024-08-23 00:15:30,P020,Namkeen,Snacks,4,37.12
T00000027,C000509,2024-05-26 21:08:59,P006,Cereal,Grocery,1,160.76
T00000027,C000509,2024-05-26 21:08:59,P026,Dish Soap,Household,2,51.7
T00000027,C000509,2024-05-26 21:08:59,P027,Detergent,Household,4,126.09
T00000027,C000509,2024-05-26 21:08:59,P023,Soap,Personal Care,2,33.06
T00000028,C000396,2024-10-27 07:23:30,P001,Bread,Grocery,4,41.44
T00000028,C000396,2024-10-27 07:23:30,P009,Milk,Dairy,3,30.46
T00000028,C000396,2024-10-27 07:23:30,P011,Cheese,Dairy,1,96.79
T00000028,C000396,2024-10-27 07:23:30,P028,Tissue Paper,Household,3,42.11
T00000028,C000396,2024-10-27 07:23:30,P003,Cooking Oil,Grocery,3,108.92
T00000029,C001222,2024-07-18 01:57:32,P011,Cheese,Dairy,1,87.93
T00000029,C001222,2024-07-18 01:57:32,P026,Dish Soap,Household,2,52.3
T00000029,C001222,2024-07-18 01:57:32,P024,Toothpaste,Personal Care,4,58.52
T00000029,C001222,2024-07-18 01:57:32,P012,Eggs,Dairy,2,63.23
T00000030,C000144,2024-06-10 20:18:30,P029,Garbage Bags,Household,3,60.65
T00000030,C000144,2024-06-10 20:18:30,P022,Shampoo,Personal Care,2,-137.77
T00000030,C000144,2024-06-10 20:18:30,P020,Namkeen,Snacks,4,36.24
T00000030,C000144,2024-06-10 20:18:30,P011,Cheese,Dairy,2,92.08
T00000030,C000144,2024-06-10 20:18:30,P024,Toothpaste,Personal Care,3,63.78
T00000030,C000144,2024-06-10 20:18:30,P004,Pasta,Grocery,1,52.84
T00000031,C000431,2024-06-13 10:01:32,P021,Cookies,Snacks,4,47.64
T00000031,C000431,2024-06-13 10:01:32,P026,Dish Soap,Household,2,56.75
T00000031,C000431,2024-06-13 10:01:32,P020,Namkeen,Snacks,3,35.11
T00000031,C000431,2024-06-13 10:01:32,P019,Chocolate,Snacks,3,45.93
T00000032,C000482,2024-03-23 22:36:40,P001,Bread,Grocery,1,39.64
T00000032,C000482,2024-03-23 22:36:40,P026,Dish Soap,Household,2,57.4
T00000032,C000482,2024-03-23 22:36:40,P008,Sugar,Grocery,4,44.95
T00000032,C000482,2024-03-23 22:36:40,P007,Biscuits,Grocery,2,27.89
T00000032,C000482,2024-03-23 22:36:40,P010,Butter,Dairy,1,59.32
T00000032,C000482,2024-03-23 22:36:40,P005,Pasta Sauce,Grocery,1,73.9
T00000033,C000449,2024-02-03 15:06:38,P026,Dish Soap,Household,1,55.63
T00000033,C000449,2024-02-03 15:06:38,P023,Soap,Personal Care,1,34.7
T00000034,C000952,2024-07-21 10:09:45,P017,Soft Drink,Beverages,4,42.64
T00000034,C000952,2024-07-21 10:09:45,P020,Namkeen,Snacks,4,37.78
T00000034,C000952,2024-07-21 10:09:45,P015,Tea,Beverages,4,108.9
T00000034,C000952,2024-07-21 10:09:45,P011,Cheese,Dairy,2,96.12
T00000034,C000952,2024-07-21 10:09:45,P025,Toothbrush,Personal Care,3,31.59
T00000034,C000952,2024-07-21 10:09:45,P018,Chips,Snacks,4,25.63
T00000035,C000563,2024-11-20 01:54:54,P008,Sugar,Grocery,3,43.52
T00000035,C000563,2024-11-20 01:54:54,P010,Butter,Dairy,1,51.02
T00000035,C000563,2024-11-20 01:54:54,P023,Soap,Personal Care,2,34.18
T00000035,C000563,2024-11-20 01:54:54,P003,Cooking Oil,Grocery,2,124.95
T00000036,C000132,2024-01-24 07:02:20,P017,Soft Drink,Beverages,1,42.85
T00000036,C000132,2024-01-24 07:02:20,P008,Sugar,Grocery,4,44.79
T00000036,C000132,2024-01-24 07:02:20,P015,Tea,Beverages,3,105.57
T00000036,C000132,2024-01-24 07:02:20,P011,Cheese,Dairy,4,96.36
T00000036,C000132,2024-01-24 07:02:20,P018,Chips,Snacks,4,25.19
T00000036,C000132,2024-01-24 07:02:20,P014,Coffee,Beverages,2,179.58
T00000037,C000559,2024-11-09 06:37:54,P001,Bread,Grocery,2,42.72
T00000037,C000559,2024-11-09 06:37:54,P016,Juice,Beverages,2,65.77
T00000037,C000559,2024-11-09 06:37:54,P011,Cheese,Dairy,1,97.32
T00000037,C000559,2024-11-09 06:37:54,P013,Yogurt,Dairy,1,32.09
T00000038,C000878,2024-10-29 02:02:56,P015,Tea,Beverages,3,107.34
T00000038,C000878,2024-10-29 02:02:56,P028,Tissue Paper,Household,2,44.59
T00000038,C000878,2024-10-29 02:02:56,P008,Sugar,Grocery,3,47.35
T00000039,C000777,2024-04-11 00:24:53,P009,Milk,Dairy,1,29.39
T00000039,C000777,2024-04-11 00:24:53,P008,Sugar,Grocery,1,49.5
T00000039,C000777,2024-04-11 00:24:53,P027,Detergent,Household,3,122.83
T00000039,C000777,2024-04-11 00:24:53,P025,Toothbrush,Personal Care,1,31.69
T00000039,C000777,2024-04-11 00:24:53,P014,Coffee,Beverages,1,189.15
T00000040,C000507,2024-08-18 13:22:48,P001,Bread,Grocery,4,41.36
T00000040,C000507,2024-08-18 13:22:48,P027,Detergent,Household,2,129.09
T00000040,C000507,2024-08-18 13:22:48,P012,Eggs,Dairy,3,68.47
T00000041,C000344,2024-03-01 07:24:24,P020,Namkeen,Snacks,1,38.0
T00000041,C000344,2024-03-01 07:24:24,P011,Cheese,Dairy,4,88.14
T00000041,C000344,2024-03-01 07:24:24,P025,Toothbrush,Personal Care,2,27.46
T00000041,C000344,2024-03-01 07:24:24,P023,Soap,Personal Care,2,32.21
T00000041,C000344,2024-03-01 07:24:24,P024,Toothpaste,Personal Care,3,69.55
T00000041,C000344,2024-03-01 07:24:24,P004,Pasta,Grocery,1,58.26
T00000042,C001160,2024-10-03 16:50:54,P012,Eggs,Dairy,4,67.1
T00000043,C000142,2024-09-12 16:34:52,P001,Bread,Grocery,2,39.48
T00000043,C000142,2024-09-12 16:34:52,P011,Cheese,Dairy,3,92.09
T00000043,C000142,2024-09-12 16:34:52,P028,Tissue Paper,Household,4,44.68
T00000043,C000142,2024-09-12 16:34:52,P021,Cookies,Snacks,3,43.4
T00000043,C000142,2024-09-12 16:34:52,P012,Eggs,Dairy,2,69.3
T00000043,C000142,2024-09-12 16:34:52,P014,Coffee,Beverages,1,172.04
T00000044,C000924,2024-05-09 09:38:50,P015,Tea,Beverages,4,106.4
T00000044,C000924,2024-05-09 09:38:50,P025,Toothbrush,Personal Care,4,32.11
T00000045,C000373,2024-01-25 18:58:45,P012,Eggs,Dairy,3,65.73
T00000045,C000373,2024-01-25 18:58:45,P026,Dish Soap,Household,2,50.44
T00000045,C000373,2024-01-25 18:58:45,P009,Milk,Dairy,4,27.94
T00000045,C000373,2024-01-25 18:58:45,P007,Biscuits,Grocery,2,31.14
T00000046,C001006,2024-12-20 07:18:52,P010,Butter,Dairy,3,54.71
T00000046,C001006,2024-12-20 07:18:52,P001,Bread,Grocery,3,39.4
T00000046,C001006,2024-12-20 07:18:52,P026,Dish Soap,Household,3,53.37
T00000046,C001006,2024-12-20 07:18:52,P003,Cooking Oil,Grocery,4,114.5
T00000047,C000515,2024-06-11 16:13:20,P005,Pasta Sauce,Grocery,2,65.68
T00000047,C000515,2024-06-11 16:13:20,P024,Toothpaste,Personal Care,4,62.09
T00000047,C000515,2024-06-11 16:13:20,P004,Pasta,Grocery,3,60.29
T00000047,C000515,2024-06-11 16:13:20,P025,Toothbrush,Personal Care,2,28.78
T00000048,C000740,2024-11-21 23:44:27,P001,Bread,Grocery,1,43.79
T00000048,C000740,2024-11-21 23:44:27,P012,Eggs,Dairy,3,67.57
T00000048,C000740,2024-11-21 23:44:27,P010,Butter,Dairy,2,56.52
T00000049,C001006,2024-09-04 10:34:13,P028,Tissue Paper,Household,1,45.67
T00000050,C000962,2024-10-11 02:38:21,P002,Rice,Grocery,1,63.87
T00000050,C000962,2024-10-11 02:38:21,P008,Sugar,Grocery,4,44.93
T00000050,C000962,2024-10-11 02:38:21,P006,Cereal,Grocery,1,139.55
T00000050,C000962,2024-10-11 02:38:21,P011,Cheese,Dairy,3,82.53
T00000050,C000962,2024-10-11 02:38:21,P015,Tea,Beverages,2,101.61
T00000051,C000853,2024-10-04 08:43:08,P017,Soft Drink,Beverages,4,38.38
T00000051,C000853,2024-10-04 08:43:08,P026,Dish Soap,Household,4,52.86
T00000051,C000853,2024-10-04 08:43:08,P020,Namkeen,Snacks,1,35.77
T00000051,C000853,2024-10-04 08:43:08,P008,Sugar,Grocery,1,49.03
T00000051,C000853,2024-10-04 08:43:08,P025,Toothbrush,Personal Care,2,30.75
T00000052,C000542,2024-03-12 01:02:06,P029,Garbage Bags,Household,4,59.41
T00000052,C000542,2024-03-12 01:02:06,P017,Soft Drink,Beverages,4,38.33
T00000052,C000542,2024-03-12 01:02:06,P008,Sugar,Grocery,2,43.09
T00000052,C000542,2024-03-12 01:02:06,P006,Cereal,Grocery,3,156.09
T00000052,C000542,2024-03-12 01:02:06,P028,Tissue Paper,Household,4,41.14
T00000052,C000542,2024-03-12 01:02:06,P003,Cooking Oil,Grocery,2,130.17
T00000052,C000542,2024-03-12 01:02:06,P018,Chips,Snacks,2,24.63
T00000053,C001116,2024-05-12 19:49:00,P021,Cookies,Snacks,2,41.14
T00000053,C001116,2024-05-12 19:49:00,P005,Pasta Sauce,Grocery,2,74.1
T00000054,C001219,2024-06-19 08:28:33,P026,Dish Soap,Household,1,56.08
T00000054,C001219,2024-06-19 08:28:33,P027,Detergent,Household,4,136.1
T00000054,C001219,2024-06-19 08:28:33,P010,Butter,Dairy,3,49.78
T00000054,C001219,2024-06-19 08:28:33,P019,Chocolate,Snacks,2,54.62
T00000054,C001219,2024-06-19 08:28:33,P015,Tea,Beverages,1,120.99
T00000054,C001219,2024-06-19 08:28:33,P005,Pasta Sauce,Grocery,3,71.07
T00000054,C001219,2024-06-19 08:28:33,P004,Pasta,Grocery,2,54.68
T00000055,C000906,2024-06-30 16:39:14,P014,Coffee,Beverages,3,176.7
T00000055,C000906,2024-06-30 16:39:14,P017,Soft Drink,Beverages,3,41.36
T00000055,C000906,2024-06-30 16:39:14,P006,Cereal,Grocery,2,144.89
T00000055,C000906,2024-06-30 16:39:14,P019,Chocolate,Snacks,4,47.88
T00000056,C000821,2024-01-16 23:43:15,P002,Rice,Grocery,1,61.89
T00000056,C000821,2024-01-16 23:43:15,P009,Milk,Dairy,4,27.51
T00000056,C000821,2024-01-16 23:43:15,P011,Cheese,Dairy,2,90.33
T00000056,C000821,2024-01-16 23:43:15,P003,Cooking Oil,Grocery,4,123.01
T00000056,C000821,2024-01-16 23:43:15,P015,Tea,Beverages,1,103.48
T00000057,C001125,2024-07-18 11:56:55,P015,Tea,Beverages,4,101.67
T00000057,C001125,2024-07-18 11:56:55,P010,Butter,Dairy,2,57.31
T00000058,C000637,2024-02-26 07:34:33,P001,Bread,Grocery,4,43.46
T00000058,C000637,2024-02-26 07:34:33,P017,Soft Drink,Beverages,3,40.07
T00000058,C000637,2024-02-26 07:34:33,P008,Sugar,Grocery,3,44.24
T00000058,C000637,2024-02-26 07:34:33,P003,Cooking Oil,Grocery,4,131.53
T00000058,C000637,2024-02-26 07:34:33,P018,Chips,Snacks,2,24.78
T00000058,C000637,2024-02-26 07:34:33,P014,Coffee,Beverages,2,175.81
T00000059,C001228,2024-09-28 07:58:22,P029,Garbage Bags,Household,4,58.08
T00000059,C001228,2024-09-28 07:58:22,P025,Toothbrush,Personal Care,3,31.92
T00000059,C001228,2024-09-28 07:58:22,P028,Tissue Paper,Household,3,47.03
T00000059,C001228,2024-09-28 07:58:22,P024,Toothpaste,Personal Care,4,69.75
T00000059,C001228,2024-09-28 07:58:22,P003,Cooking Oil,Grocery,4,120.93
T00000059,C001228,2024-09-28 07:58:22,P005,Pasta Sauce,Grocery,3,67.65
T00000060,C001113,2024-09-06 07:30:31,P015,Tea,Beverages,2,111.58
T00000060,C001113,2024-09-06 07:30:31,P028,Tissue Paper,Household,2,48.2
T00000060,C001113,2024-09-06 07:30:31,P011,Cheese,Dairy,4,81.79
T00000060,C001113,2024-09-06 07:30:31,P007,Biscuits,Grocery,4,31.23
T00000061,C000781,2024-12-02 17:20:37,P022,Shampoo,Personal Care,3,150.35
T00000061,C000781,2024-12-02 17:20:37,P021,Cookies,Snacks,4,41.4
T00000061,C000781,2024-12-02 17:20:37,P026,Dish Soap,Household,4,49.67
T00000061,C000781,2024-12-02 17:20:37,P027,Detergent,Household,2,127.66
T00000062,C000317,2024-09-28 20:06:59,P016,Juice,Beverages,3,58.06
T00000063,C000815,2024-05-13 19:47:22,P022,Shampoo,Personal Care,4,150.43
T00000063,C000815,2024-05-13 19:47:22,P011,Cheese,Dairy,1,92.11
T00000063,C000815,2024-05-13 19:47:22,P028,Tissue Paper,Household,2,46.18
T00000063,C000815,2024-05-13 19:47:22,P003,Cooking Oil,Grocery,3,131.94
T00000063,C000815,2024-05-13 19:47:22,P018,Chips,Snacks,1,24.67
T00000063,C000815,2024-05-13 19:47:22,P013,Yogurt,Dairy,1,36.82
T00000064,C000206,2024-12-19 03:23:06,P029,Garbage Bags,Household,1,54.55
T00000064,C000206,2024-12-19 03:23:06,P006,Cereal,Grocery,1,143.8
T00000064,C000206,2024-12-19 03:23:06,P023,Soap,Personal Care,3,34.51
T00000064,C000206,2024-12-19 03:23:06,P010,Butter,Dairy,2,55.34
T00000065,C001160,2024-05-29 23:02:56,P026,Dish Soap,Household,2,54.97
T00000065,C001160,2024-05-29 23:02:56,P020,Namkeen,Snacks,2,33.13
T00000065,C001160,2024-05-29 23:02:56,P006,Cereal,Grocery,3,148.79
T00000065,C001160,2024-05-29 23:02:56,P027,Detergent,Household,1,140.37
T00000065,C001160,2024-05-29 23:02:56,P028,Tissue Paper,Household,4,48.61
T00000065,C001160,2024-05-29 23:02:56,P003,Cooking Oil,Grocery,2,109.77
T00000066,C000708,2024-04-28 22:13:48,P009,Milk,Dairy,4,28.4
T00000066,C000708,2024-04-28 22:13:48,P006,Cereal,Grocery,3,164.78
T00000066,C000708,2024-04-28 22:13:48,P023,Soap,Personal Care,3,31.65
T00000066,C000708,2024-04-28 22:13:48,P010,Butter,Dairy,4,52.52
T00000066,C000708,2024-04-28 22:13:48,P021,Cookies,Snacks,1,48.7
T00000066,C000708,2024-04-28 22:13:48,P014,Coffee,Beverages,4,191.98
T00000067,C000587,2024-11-26 12:29:35,P026,Dish Soap,Household,2,56.33
T00000067,C000587,2024-11-26 12:29:35,P020,Namkeen,Snacks,2,35.9
T00000068,C000081,2024-05-15 05:13:37,P015,Tea,Beverages,3,106.19
T00000068,C000081,2024-05-15 05:13:37,P002,Rice,Grocery,4,56.11
T00000068,C000081,2024-05-15 05:13:37,P026,Dish Soap,Household,2,58.15
T00000068,C000081,2024-05-15 05:13:37,P027,Detergent,Household,3,130.8
T00000069,C000559,2024-01-28 20:45:58,P009,Milk,Dairy,3,29.38
T00000069,C000559,2024-01-28 20:45:58,P027,Detergent,Household,3,137.91
T00000070,C000960,2024-06-20 09:18:32,P005,Pasta Sauce,Grocery,2,75.04
T00000071,C000814,2024-10-17 10:09:23,P001,Bread,Grocery,3,40.68
T00000071,C000814,2024-10-17 10:09:23,P026,Dish Soap,Household,3,50.69
T00000071,C000814,2024-10-17 10:09:23,P010,Butter,Dairy,2,54.69
T00000071,C000814,2024-10-17 10:09:23,P003,Cooking Oil,Grocery,3,129.97
T00000071,C000814,2024-10-17 10:09:23,P013,Yogurt,Dairy,2,36.03
T00000071,C000814,2024-10-17 10:09:23,P012,Eggs,Dairy,4,70.32
T00000072,C000619,2024-03-10 03:46:08,P002,Rice,Grocery,4,61.05
T00000072,C000619,2024-03-10 03:46:08,P026,Dish Soap,Household,2,59.24
T00000072,C000619,2024-03-10 03:46:08,P008,Sugar,Grocery,1,48.0
T00000072,C000619,2024-03-10 03:46:08,P027,Detergent,Household,4,141.42
T00000072,C000619,2024-03-10 03:46:08,P010,Butter,Dairy,3,49.86
T00000072,C000619,2024-03-10 03:46:08,P005,Pasta Sauce,Grocery,3,66.04
T00000072,C000619,2024-03-10 03:46:08,P004,Pasta,Grocery,4,59.96
T00000072,C000619,2024-03-10 03:46:08,P014,Coffee,Beverages,3,165.58
T00000073,C000753,2024-06-17 23:21:33,P029,Garbage Bags,Household,4,55.1
T00000073,C000753,2024-06-17 23:21:33,P002,Rice,Grocery,2,61.7
T00000073,C000753,2024-06-17 23:21:33,P003,Cooking Oil,Grocery,1,109.21
T00000073,C000753,2024-06-17 23:21:33,P021,Cookies,Snacks,3,42.69
T00000073,C000753,2024-06-17 23:21:33,P013,Yogurt,Dairy,2,37.01
T00000073,C000753,2024-06-17 23:21:33,P012,Eggs,Dairy,2,59.39
T00000074,C001136,2024-02-17 10:06:44,P007,Biscuits,Grocery,2,28.97
T00000074,C001136,2024-02-17 10:06:44,P019,Chocolate,Snacks,2,52.89
T00000075,C001221,2024-09-07 13:32:56,P001,Bread,Grocery,2,40.32
T00000075,C001221,2024-09-07 13:32:56,P009,Milk,Dairy,2,25.82
T00000076,C000053,2024-06-22 15:10:30,P001,Bread,Grocery,3,36.13
T00000076,C000053,2024-06-22 15:10:30,P012,Eggs,Dairy,3,59.18
T00000077,C000863,2024-04-30 12:31:11,P016,Juice,Beverages,1,62.73
T00000077,C000863,2024-04-30 12:31:11,P024,Toothpaste,Personal Care,3,64.45
T00000077,C000863,2024-04-30 12:31:11,P003,Cooking Oil,Grocery,1,109.46
T00000077,C000863,2024-04-30 12:31:11,P015,Tea,Beverages,4,117.64
T00000077,C000863,2024-04-30 12:31:11,P005,Pasta Sauce,Grocery,4,72.61
T00000077,C000863,2024-04-30 12:31:11,P004,Pasta,Grocery,4,57.34
T00000078,C000909,2024-03-23 19:43:33,P029,Garbage Bags,Household,1,57.87
T00000079,C000304,2024-07-25 01:01:08,P005,Pasta Sauce,Grocery,3,71.74
T00000080,C001199,2024-09-01 11:34:14,P017,Soft Drink,Beverages,3,39.63
T00000080,C001199,2024-09-01 11:34:14,P020,Namkeen,Snacks,4,32.19
T00000080,C001199,2024-09-01 11:34:14,P011,Cheese,Dairy,1,96.35
T00000080,C001199,2024-09-01 11:34:14,P023,Soap,Personal Care,2,34.51
T00000080,C001199,2024-09-01 11:34:14,P013,Yogurt,Dairy,2,34.4
T00000081,C000929,2024-12-09 05:04:53,P008,Sugar,Grocery,1,41.32
T00000081,C000929,2024-12-09 05:04:53,P011,Cheese,Dairy,1,82.68
T00000081,C000929,2024-12-09 05:04:53,P025,Toothbrush,Personal Care,1,31.47
T00000081,C000929,2024-12-09 05:04:53,P024,Toothpaste,Personal Care,3,69.05
T00000081,C000929,2024-12-09 05:04:53,P004,Pasta,Grocery,1,55.95
T00000081,C000929,2024-12-09 05:04:53,P014,Coffee,Beverages,3,186.12
T00000082,C000842,2024-06-08 13:27:02,P022,Shampoo,Personal Care,1,153.12
T00000082,C000842,2024-06-08 13:27:02,P028,Tissue Paper,Household,3,43.66
T00000082,C000842,2024-06-08 13:27:02,P025,Toothbrush,Personal Care,2,27.93
T00000083,C000988,2024-02-28 15:37:41,P028,Tissue Paper,Household,1,47.36
T00000083,C000988,2024-02-28 15:37:41,P005,Pasta Sauce,Grocery,2,74.3
T00000083,C000988,2024-02-28 15:37:41,P004,Pasta,Grocery,1,56.2
T00000084,C000548,2024-10-30 22:15:39,P006,Cereal,Grocery,3,156.08
T00000085,C000633,2024-08-17 20:44:07,P001,Bread,Grocery,4,36.56
