items,num_items,freq,support
"Cheese, Chips",2,194,0.01945837512537613
"Butter, Chocolate",2,194,0.01945837512537613
"Cereal, Namkeen",2,194,0.01945837512537613
"Cereal, Juice",2,194,0.01945837512537613
"Cooking Oil, Detergent",2,193,0.019358074222668005
"Butter, Cookies",2,192,0.01925777331995988
"Cereal, Cookies",2,192,0.01925777331995988
"Cereal, Toothpaste",2,192,0.01925777331995988
"Cereal, Chocolate",2,192,0.01925777331995988
"Cereal, Yogurt",2,192,0.01925777331995988
"Soap, Yogurt",2,191,0.019157472417251756
"Tissue Paper, Toothbrush",2,191,0.019157472417251756
"Garbage Bags, Tea",2,190,0.01905717151454363
"Juice, Soap",2,190,0.01905717151454363
"Biscuits, Toothbrush",2,190,0.01905717151454363
"Biscuits, Bread",2,190,0.01905717151454363
"Butter, Chips",2,189,0.018956870611835507
"Cereal, Coffee",2,188,0.018856569709127382
"Bread, Dish Soap",2,188,0.018856569709127382
"Butter, Juice",2,188,0.018856569709127382
"Chips, Soap",2,188,0.018856569709127382
"Shampoo, Toothbrush",2,187,0.018756268806419257
"Butter, Pasta",2,187,0.018756268806419257
"Dish Soap, Eggs",2,187,0.018756268806419257
"Chocolate, Cooking Oil",2,187,0.018756268806419257
"Cheese, Shampoo",2,186,0.018655967903711133
"Biscuits, Cereal",2,186,0.018655967903711133
"Chocolate, Soap",2,186,0.018655967903711133
"Milk, Rice",2,186,0.018655967903711133
"Milk, Pasta",2,186,0.018655967903711133
"Biscuits, Soap",2,185,0.018555667001003008
"Chips, Toothbrush",2,184,0.018455366098294883
"Bread, Rice",2,183,0.01835506519558676
"Cheese, Tissue Paper",2,183,0.01835506519558676
"Juice, Tea",2,181,0.018154463390170513
"Pasta, Tea",2,181,0.018154463390170513
"Coffee, Toothbrush",2,180,0.01805416248746239
"Garbage Bags, Toothbrush",2,180,0.01805416248746239
"Garbage Bags, Milk",2,180,0.01805416248746239
"Cooking Oil, Shampoo",2,179,0.017953861584754264
"Biscuits, Cheese",2,179,0.017953861584754264
"Cheese, Garbage Bags",2,178,0.01785356068204614
"Bread, Garbage Bags",2,178,0.01785356068204614
"Namkeen, Soap",2,178,0.01785356068204614
"Bread, Juice",2,177,0.017753259779338015
"Milk, Toothpaste",2,176,0.01765295887662989
"Cookies, Eggs",2,176,0.01765295887662989
"Biscuits, Cooking Oil",2,176,0.01765295887662989
"Biscuits, Detergent",2,176,0.01765295887662989
"Cooking Oil, Yogurt",2,175,0.017552657973921765
"Soap, Tissue Paper",2,175,0.017552657973921765
"Cookies, Cooking Oil",2,175,0.017552657973921765
"Chips, Cooking Oil",2,174,0.01745235707121364
"Milk, Shampoo",2,173,0.017352056168505516
"Chips, Eggs",2,173,0.017352056168505516
"Cheese, Chocolate",2,173,0.017352056168505516
"Dish Soap, Tea",2,173,0.017352056168505516
"Namkeen, Tea",2,173,0.017352056168505516
"Biscuits, Eggs",2,173,0.017352056168505516
"Bread, Yogurt",2,172,0.01725175526579739
"Rice, Toothbrush",2,172,0.01725175526579739
"Eggs, Pasta",2,172,0.01725175526579739
"Cooking Oil, Tissue Paper",2,171,0.017151454363089267
"Pasta, Soap",2,171,0.017151454363089267
"Bread, Toothpaste",2,171,0.017151454363089267
"Cooking Oil, Juice",2,170,0.017051153460381142
"Detergent, Yogurt",2,170,0.017051153460381142
"Detergent, Shampoo",2,170,0.017051153460381142
"Rice, Tea",2,170,0.017051153460381142
"Shampoo, Tea",2,170,0.017051153460381142
"Cooking Oil, Pasta",2,169,0.016950852557673018
"Bread, Namkeen",2,169,0.016950852557673018
"Cookies, Milk",2,169,0.016950852557673018
"Chocolate, Detergent",2,168,0.016850551654964893
"Cheese, Coffee",2,168,0.016850551654964893
"Cooking Oil, Namkeen",2,168,0.016850551654964893
"Soap, Toothpaste",2,168,0.016850551654964893
"Rice, Soap",2,167,0.016750250752256772
"Bread, Chocolate",2,167,0.016750250752256772
"Juice, Milk",2,167,0.016750250752256772
"Eggs, Juice",2,167,0.016750250752256772
"Cheese, Yogurt",2,166,0.016649949849548647
"Eggs, Yogurt",2,166,0.016649949849548647
"Coffee, Soap",2,165,0.016549648946840523
"Biscuits, Milk",2,165,0.016549648946840523
"Detergent, Toothpaste",2,165,0.016549648946840523
"Detergent, Namkeen",2,165,0.016549648946840523
"Bread, Pasta",2,164,0.016449348044132398
"Detergent, Garbage Bags",2,164,0.016449348044132398
"Detergent, Tissue Paper",2,164,0.016449348044132398
"Cookies, Soap",2,164,0.016449348044132398
"Chocolate, Eggs",2,164,0.016449348044132398
"Eggs, Namkeen",2,164,0.016449348044132398
"Cooking Oil, Dish Soap",2,164,0.016449348044132398
"Chocolate, Milk",2,164,0.016449348044132398
"Coffee, Tea",2,163,0.016349047141424274
"Eggs, Tissue Paper",2,163,0.016349047141424274
"Cheese, Cookies",2,163,0.016349047141424274
"Milk, Namkeen",2,163,0.016349047141424274
"Chips, Tea",2,162,0.01624874623871615
"Pasta, Pasta Sauce, Sugar",3,162,0.01624874623871615
"Dish Soap, Garbage Bags",2,161,0.016148445336008024
"Coffee, Eggs",2,161,0.016148445336008024
"Eggs, Shampoo",2,161,0.016148445336008024
"Chips, Milk",2,161,0.016148445336008024
"Tea, Yogurt",2,161,0.016148445336008024
"Cheese, Namkeen",2,160,0.0160481444332999
"Bread, Chips",2,160,0.0160481444332999
"Cooking Oil, Toothpaste",2,159,0.015947843530591775
"Cheese, Juice",2,159,0.015947843530591775
"Bread, Tissue Paper",2,159,0.015947843530591775
"Garbage Bags, Pasta",2,159,0.015947843530591775
"Chocolate, Shampoo",2,158,0.01584754262788365
"Bread, Cookies",2,158,0.01584754262788365
"Chips, Yogurt",2,157,0.015747241725175526
"Chips, Detergent",2,157,0.015747241725175526
"Milk, Yogurt",2,157,0.015747241725175526
"Cheese, Dish Soap",2,157,0.015747241725175526
"Milk, Tissue Paper",2,156,0.0156469408224674
"Eggs, Rice",2,156,0.0156469408224674
"Dish Soap, Namkeen",2,156,0.0156469408224674
"Juice, Shampoo",2,154,0.015446339017051154
"Pasta, Pasta Sauce, Soft Drink",3,154,0.015446339017051154
"Biscuits, Tea",2,153,0.01534603811434303
"Bread, Shampoo",2,152,0.015245737211634905
"Tea, Tissue Paper",2,152,0.015245737211634905
"Detergent, Pasta",2,152,0.015245737211634905
"Cheese, Toothpaste",2,151,0.01514543630892678
"Bread, Coffee",2,151,0.01514543630892678
"Coffee, Detergent",2,151,0.01514543630892678
"Juice, Pasta",2,150,0.015045135406218655
"Shampoo, Yogurt",2,149,0.01494483450351053
"Garbage Bags, Juice",2,149,0.01494483450351053
"Biscuits, Garbage Bags",2,149,0.01494483450351053
"Coffee, Garbage Bags",2,149,0.01494483450351053
"Namkeen, Shampoo",2,148,0.014844533600802408
"Tea, Toothpaste",2,148,0.014844533600802408
"Toothpaste, Yogurt",2,148,0.014844533600802408
"Chocolate, Cookies",2,147,0.014744232698094283
"Cookies, Rice",2,147,0.014744232698094283
"Cheese, Rice",2,146,0.014643931795386159
"Chips, Shampoo",2,146,0.014643931795386159
"Pasta, Yogurt",2,145,0.014543630892678034
"Chocolate, Namkeen",2,145,0.014543630892678034
"Juice, Yogurt",2,145,0.014543630892678034
"Chips, Pasta",2,145,0.014543630892678034
"Coffee, Cooking Oil",2,145,0.014543630892678034
"Chocolate, Dish Soap",2,144,0.01444332998996991
"Chips, Garbage Bags",2,144,0.01444332998996991
"Cookies, Shampoo",2,144,0.01444332998996991
"Dish Soap, Pasta",2,143,0.014343029087261785
"Cookies, Detergent",2,143,0.014343029087261785
"Dish Soap, Toothpaste",2,143,0.014343029087261785
"Eggs, Toothpaste",2,142,0.01424272818455366
"Cookies, Dish Soap",2,142,0.01424272818455366
"Shampoo, Tissue Paper",2,141,0.014142427281845537
"Chips, Coffee",2,141,0.014142427281845537
"Coffee, Tissue Paper",2,141,0.014142427281845537
"Cookies, Namkeen",2,141,0.014142427281845537
"Cookies, Pasta",2,140,0.014042126379137413
"Coffee, Pasta",2,140,0.014042126379137413
"Biscuits, Chips",2,140,0.014042126379137413
"Juice, Rice",2,139,0.013941825476429288
"Detergent, Juice",2,139,0.013941825476429288
"Chips, Dish Soap",2,138,0.013841524573721163
"Biscuits, Dish Soap",2,138,0.013841524573721163
"Cookies, Yogurt",2,138,0.013841524573721163
"Garbage Bags, Shampoo",2,137,0.013741223671013039
"Biscuits, Shampoo",2,137,0.013741223671013039
"Bread, Butter, Sugar",3,137,0.013741223671013039
"Juice, Tissue Paper",2,137,0.013741223671013039
"Juice, Namkeen",2,136,0.013640922768304914
"Rice, Shampoo",2,136,0.013640922768304914
"Pasta, Tissue Paper",2,136,0.013640922768304914
"Cookies, Garbage Bags",2,136,0.013640922768304914
"Chips, Juice",2,136,0.013640922768304914
"Pasta, Rice",2,136,0.013640922768304914
"Chocolate, Pasta",2,136,0.013640922768304914
"Chocolate, Toothpaste",2,135,0.01354062186559679
"Namkeen, Yogurt",2,135,0.01354062186559679
"Biscuits, Cookies",2,135,0.01354062186559679
"Dish Soap, Shampoo",2,135,0.01354062186559679
"Pasta, Pasta Sauce, Toothbrush",3,135,0.01354062186559679
"Pasta, Shampoo",2,135,0.01354062186559679
"Garbage Bags, Rice",2,135,0.01354062186559679
"Garbage Bags, Tissue Paper",2,135,0.01354062186559679
"Biscuits, Coffee",2,134,0.013440320962888667
"Dish Soap, Yogurt",2,134,0.013440320962888667
"Bread, Butter, Milk",3,134,0.013440320962888667
"Chocolate, Garbage Bags",2,134,0.013440320962888667
"Garbage Bags, Toothpaste",2,134,0.013440320962888667
"Cookies, Tissue Paper",2,134,0.013440320962888667
"Biscuits, Toothpaste",2,134,0.013440320962888667
"Chips, Chocolate",2,134,0.013440320962888667
"Namkeen, Toothpaste",2,133,0.013340020060180542
"Chocolate, Yogurt",2,133,0.013340020060180542
"Coffee, Shampoo",2,133,0.013340020060180542
"Dish Soap, Juice",2,133,0.013340020060180542
"Garbage Bags, Yogurt",2,133,0.013340020060180542
"Chips, Cookies",2,132,0.013239719157472418
"Biscuits, Rice",2,132,0.013239719157472418
"Biscuits, Chocolate",2,131,0.013139418254764293
"Coffee, Cookies",2,131,0.013139418254764293
"Bread, Butter, Pasta Sauce",3,131,0.013139418254764293
"Namkeen, Rice",2,130,0.013039117352056168
"Coffee, Yogurt",2,130,0.013039117352056168
"Chips, Toothpaste",2,130,0.013039117352056168
"Cookies, Juice",2,130,0.013039117352056168
"Chips, Tissue Paper",2,129,0.012938816449348044
"Rice, Toothpaste",2,129,0.012938816449348044
"Rice, Yogurt",2,129,0.012938816449348044
"Chocolate, Coffee",2,129,0.012938816449348044
"Chips, Namkeen",2,129,0.012938816449348044
"Cereal, Pasta, Pasta Sauce",3,128,0.012838515546639919
"Rice, Tissue Paper",2,128,0.012838515546639919
"Coffee, Toothpaste",2,127,0.012738214643931796
"Bread, Butter, Soft Drink",3,127,0.012738214643931796
"Dish Soap, Rice",2,127,0.012738214643931796
"Coffee, Dish Soap",2,127,0.012738214643931796
"Juice, Toothpaste",2,126,0.012637913741223672
"Milk, Pasta, Pasta Sauce",3,126,0.012637913741223672
"Butter, Pasta, Pasta Sauce",3,125,0.012537612838515547
"Pasta, Toothpaste",2,125,0.012537612838515547
"Bread, Butter, Toothbrush",3,125,0.012537612838515547
"Garbage Bags, Namkeen",2,125,0.012537612838515547
"Bread, Butter, Cereal",3,125,0.012537612838515547
"Chips, Pasta Sauce, Soft Drink",3,124,0.012437311935807422
"Soft Drink, Toothbrush, Toothpaste",3,124,0.012437311935807422
"Biscuits, Namkeen",2,124,0.012437311935807422
"Chocolate, Rice",2,124,0.012437311935807422
"Biscuits, Pasta",2,124,0.012437311935807422
"Chips, Soft Drink, Sugar",3,123,0.012337011033099298
"Biscuits, Yogurt",2,122,0.012236710130391173
"Detergent, Rice",2,122,0.012236710130391173
"Coffee, Namkeen",2,122,0.012236710130391173
"Cereal, Milk, Sugar",3,121,0.012136409227683049
"Pasta, Pasta Sauce, Soap",3,121,0.012136409227683049
"Shampoo, Toothpaste",2,120,0.012036108324974924
"Bread, Butter, Soap",3,120,0.012036108324974924
"Chocolate, Juice",2,119,0.011935807422266801
"Sugar, Toothbrush, Toothpaste",3,119,0.011935807422266801
"Dish Soap, Tissue Paper",2,119,0.011935807422266801
"Chocolate, Tissue Paper",2,119,0.011935807422266801
"Coffee, Rice",2,119,0.011935807422266801
"Chips, Rice",2,119,0.011935807422266801
"Garbage Bags, Pasta, Pasta Sauce",3,119,0.011935807422266801
"Cereal, Milk, Pasta Sauce",3,118,0.011835506519558676
"Namkeen, Tissue Paper",2,118,0.011835506519558676
"Coffee, Juice",2,118,0.011835506519558676
"Namkeen, Pasta",2,116,0.011634904714142427
"Biscuits, Tissue Paper",2,115,0.011534603811434303
"Pasta Sauce, Sugar, Tea",3,114,0.011434302908726178
"Cooking Oil, Pasta, Pasta Sauce",3,114,0.011434302908726178
"Pasta, Pasta Sauce, Tea",3,114,0.011434302908726178
"Butter, Cereal, Milk",3,113,0.011334002006018053
"Cereal, Milk, Soft Drink",3,113,0.011334002006018053
"Eggs, Pasta, Pasta Sauce",3,113,0.011334002006018053
"Tissue Paper, Toothpaste",2,112,0.01123370110330993
"Cookies, Toothpaste",2,111,0.011133400200601806
"Coffee, Pasta Sauce, Sugar",3,110,0.011033099297893681
"Tissue Paper, Yogurt",2,110,0.011033099297893681
"Cereal, Milk, Toothbrush",3,110,0.011033099297893681
"Bread, Butter, Cooking Oil",3,109,0.010932798395185557
"Cereal, Toothbrush, Toothpaste",3,109,0.010932798395185557
"Cereal, Chips, Soft Drink",3,107,0.010732196589769307
"Butter, Toothbrush, Toothpaste",3,107,0.010732196589769307
"Bread, Pasta, Pasta Sauce",3,107,0.010732196589769307
"Cereal, Sugar, Tea",3,106,0.010631895687061183
"Cheese, Chips, Soft Drink",3,106,0.010631895687061183
"Coffee, Soft Drink, Sugar",3,104,0.010431293881644935
"Butter, Sugar, Tea",3,104,0.010431293881644935
"Chips, Cooking Oil, Soft Drink",3,103,0.01033099297893681
"Coffee, Sugar, Tea",3,103,0.01033099297893681
"Cereal, Coffee, Milk",3,103,0.01033099297893681
"Soft Drink, Sugar, Tea",3,103,0.01033099297893681
"Butter, Coffee, Sugar",3,102,0.010230692076228686
"Butter, Chips, Soft Drink",3,102,0.010230692076228686
"Cereal, Cooking Oil, Milk",3,102,0.010230692076228686
"Bread, Butter, Detergent",3,102,0.010230692076228686
"Detergent, Pasta, Pasta Sauce",3,101,0.010130391173520562
"Chips, Pasta, Pasta Sauce",3,101,0.010130391173520562
"Biscuits, Juice",2,101,0.010130391173520562
"Cereal, Detergent, Milk",3,100,0.010030090270812437
